Velocity,Max_h,Vision,ave_positive_work,std_positive_work,ave_negative_work,std_negative_work,ave_collision_work,std_collision_work,ave_rebound_work,std_rebound_work,ave_preload_work,std_preload_work,ave_pushoff_work,std_pushoff_work,Subjects,uniqsubs,v_dl,h_dl,v2_dl,h2_dl,tstepdl,pos_work_rate,neg_work_rate,std_pos_work_rate,std_neg_work_rate,PO_work_rate,CO_work_rate,RB_workrate,PL_workrate,std_PO_workrate,std_CO_workrate,std_RB_workrate,std_PL_workrate,h2v_dl,v3_dl,Step,Age,Step Length,Step Length_std,Step Width,Step Width_std,clearances_ave,clearances_std,Stride,Stance,Swing,SingleSupport,DoubleSupport,Stride_std,Stance_std,Step_std,Swing_std,SingleSupport_std,DoubleSupport_std,Net_MR
0.8,0.0,1.0,0.027268718309852974,0.002350115018507495,-0.02639829511915313,0.003555835647737763,-0.008300887004971546,0.0018329455745649081,0.010954710048736894,0.0018769575849680333,-0.01627218768460529,0.0040732599255091755,0.01867321472186276,0.0027578516891096656,0.0,0,0.26591862603251504,0.0,0.07071271567102058,0.0,2.0314372870715114,0.013423362110854594,-0.012994885585273718,0.0011568730344097328,0.0017504038497116496,0.00919211970790483,-0.004086213764904343,0.005392590811665683,-0.008010184605828035,0.0013575864274330328,0.0009022900122145804,0.0009239554658730452,0.0020051123169945967,0.0,0.01880382819426569,2.0314372870715114,0,0.5281961682130377,0.025663769234980052,,,,,4.063229166892683,2.8627536575064445,1.200475509386239,1.2006650936286318,0.8307721934428797,4.063229166892683,2.8627536575064445,2.0314372870715114,1.200475509386239,1.2006650936286318,0.8307721934428797,0.06976755697391265
1.0,0.0,1.0,0.037710628842801214,0.004011595525413939,-0.03614781916315871,0.003992147476651945,-0.017167064808203486,0.0028530982947726326,0.013111820916400275,0.002527823498080095,-0.017475265302265057,0.0036961530066477784,0.02868606002857894,0.0029449695061252493,0.0,0,0.3323982825406438,0.0,0.11048861823596966,0.0,1.9965256999167904,0.018888125930145997,-0.018105361310733568,0.0020092881977833445,0.0019995472519178325,0.014367989367617203,-0.008598469235291567,0.006567318876459611,-0.008752837643408937,0.0014750471312480412,0.0014290315896717692,0.0012661111741188444,0.0018512924761258137,0.0,0.03672622694192517,1.9965256999167904,0,0.6488984616620477,0.03296502964921801,,,,,3.9951061068309963,2.729526841984141,1.2655792648468542,1.2649657491735553,0.7315599507432349,3.9951061068309963,2.729526841984141,1.9965256999167904,1.2655792648468542,1.2649657491735553,0.7315599507432349,0.08516828955804452
1.2,0.0,1.0,0.06062860272514661,0.009833166408036243,-0.047019227292187424,0.006703189666060752,-0.02558657808350828,0.004390089858234194,0.0291463515380037,0.007255419760279383,-0.01996972027257254,0.0031696975845869725,0.03604320857023445,0.006349402783778105,0.0,0,0.39887793904877256,0.0,0.1591036102597963,0.0,1.7531803517446813,0.034582068333592675,-0.026819389827975278,0.005608759189122069,0.0038234455795663337,0.020558756852577072,-0.01459437875746539,0.016624844961899466,-0.011390568148165492,0.0036216483817306543,0.0025040720162448696,0.00413843319260288,0.0018079700593453725,0.0,0.0634629201556467,1.7531803517446813,0,0.6837694300518135,0.027908538645167486,0.22580095045301646,0.03623320294767617,0.028817231524032812,0.0069390255674687765,3.5077777637821326,2.425576111886515,1.0822016518956172,1.082490143490147,0.6706902082545342,3.5077777637821326,2.425576111886515,1.7531803517446813,1.0822016518956172,1.082490143490147,0.6706902082545342,0.10179729858363928
1.2,0.0,1.0,0.06062860272514661,0.009833166408036243,-0.047019227292187424,0.006703189666060752,-0.02558657808350828,0.004390089858234194,0.0291463515380037,0.007255419760279383,-0.01996972027257254,0.0031696975845869725,0.03604320857023445,0.006349402783778105,0.0,0,0.39887793904877256,0.0,0.1591036102597963,0.0,1.7531803517446813,0.034582068333592675,-0.026819389827975278,0.005608759189122069,0.0038234455795663337,0.020558756852577072,-0.01459437875746539,0.016624844961899466,-0.011390568148165492,0.0036216483817306543,0.0025040720162448696,0.00413843319260288,0.0018079700593453725,0.0,0.0634629201556467,1.7531803517446813,0,0.6837694300518135,0.027908538645167486,0.22580095045301646,0.03623320294767617,0.028817231524032812,0.0069390255674687765,3.5077777637821326,2.425576111886515,1.0822016518956172,1.082490143490147,0.6706902082545342,3.5077777637821326,2.425576111886515,1.7531803517446813,1.0822016518956172,1.082490143490147,0.6706902082545342,0.1028740821194635
1.4,0.0,1.0,0.06923378413525443,0.008343014406451963,-0.06539425160773049,0.009356064662469347,-0.04402414347991008,0.007128314836456702,0.027549936432138072,0.004217786531881683,-0.02007981122357185,0.003723542305923872,0.04834160308117703,0.006448541406274951,0.0,0,0.46535759555690126,0.0,0.21655769174250047,0.0,1.6608681898395163,0.04168529721912745,-0.03937353488240948,0.00502328508516869,0.005633237315101682,0.029106224911109955,-0.026506705197456983,0.01658767179760371,-0.01208994870659308,0.0038826328577573938,0.0042919208640786145,0.0025395070829126016,0.0022419252344664776,0.0,0.10077676672864264,1.6608681898395163,0,0.7557271808909309,0.037070110728420286,,,,,3.3220653699445273,2.2434942838265712,1.0785710861179554,1.078680749539787,0.5821874402997294,3.3220653699445273,2.2434942838265712,1.6608681898395163,1.0785710861179554,1.078680749539787,0.5821874402997294,0.1333355102295703
0.8,0.005,1.0,0.028832607858699455,0.0037894541696261766,-0.026534031322206386,0.004599227432883586,-0.008343097793990908,0.0027478599995555937,0.011201207808996024,0.005079385797698981,-0.01143083615690155,0.005867033356574813,0.016546415574655082,0.0038641905136363895,0.0,0,0.26591862603251504,0.0054194667244743125,0.07071271567102058,2.9370619577684336e-05,2.180058694158048,0.013225610822297049,-0.012171246303280835,0.0017382349290782223,0.0021096805536512564,0.007589894537699779,-0.0038270060417859818,0.005138030383774597,-0.005243361652387166,0.001772516732687678,0.0012604523020041136,0.00232993075430048,0.002691227246448379,7.810194803821506e-06,0.01880382819426569,2.180058694158048,0,0.5668393782383421,0.02948245100804044,,,,,4.357298388800754,2.948811202794561,1.4084871860061927,1.408909428390495,0.7711492657675529,4.357298388800754,2.948811202794561,2.180058694158048,1.4084871860061927,1.408909428390495,0.7711492657675529,0.06750627526532185
1.0,0.005,1.0,0.03999448449042219,0.00472327684398315,-0.03887069072047487,0.005924670681820929,-0.018986090867452947,0.003573323724229722,0.014736553405843008,0.0026129432887599872,-0.0179695873120254,0.004546273003040093,0.02448724750130759,0.003088586100249358,0.0,0,0.3323982825406438,0.0054194667244743125,0.11048861823596966,2.9370619577684336e-05,2.055567733281513,0.019456660971504405,-0.018909953727684566,0.002297796743697129,0.002882255148246937,0.011912644426567297,-0.009236421918894157,0.0071690916174859095,-0.00874190960535205,0.001502546498586418,0.0017383634050945427,0.0012711540692403643,0.002211687277160365,9.762743504776883e-06,0.03672622694192517,2.055567733281513,0,0.6680879389752447,0.028458246683251292,,,,,4.111186958579479,2.7223700368338095,1.3888169217456694,1.3903322582298399,0.6652354750516736,4.111186958579479,2.7223700368338095,2.055567733281513,1.3888169217456694,1.3903322582298399,0.6652354750516736,0.08494490685392618
1.2,0.005,1.0,0.053567918847435884,0.006991354963149688,-0.051981837974202104,0.00698895487171604,-0.03094463246149303,0.005694747442683258,0.021227703811883544,0.004212375885671228,-0.019769882544483666,0.003941277156728561,0.03149715365419685,0.0041000348051938315,0.0,0,0.39887793904877256,0.0054194667244743125,0.1591036102597963,2.9370619577684336e-05,1.8211438918799459,0.029414435117555888,-0.028543509497507006,0.0038389909739271577,0.003837673070688238,0.01729525810378591,-0.01699186571663442,0.011656247431371515,-0.010855749857346771,0.0022513513750752625,0.0031270167437481484,0.002313038472387177,0.002164176688235231,1.1715292205732259e-05,0.0634629201556467,1.8211438918799459,0,0.7102763385146805,0.023453483645828534,,,,,3.6421070362735684,2.397762263402978,1.2443447728705905,1.2432835874333132,0.5778603044466324,3.6421070362735684,2.397762263402978,1.8211438918799459,1.2443447728705905,1.2432835874333132,0.5778603044466324,0.11052245672576114
1.4,0.005,1.0,0.07283784486130893,0.007909025921857151,-0.07047089660989272,0.010194330791010033,-0.04909779946667593,0.007779530711653128,0.029316731777328586,0.004727387415321884,-0.02072212473009972,0.004267296218081883,0.042893160288095186,0.0049435743170202035,0.0,0,0.46535759555690126,0.0054194667244743125,0.21655769174250047,2.9370619577684336e-05,1.705358399058002,0.042711165524820335,-0.04132321783433859,0.004637750003885344,0.0059778230761587305,0.02515199169382126,-0.028790311464027944,0.01719095047323919,-0.012151184608200898,0.0028988477259389656,0.00456181569572141,0.0027720785366484703,0.0025022870385715003,1.3667840906687634e-05,0.10077676672864264,1.705358399058002,0,0.7759710874186262,0.026215685410939483,,,,,3.4102190948938462,2.2019475131555937,1.208271581738252,1.207556359311253,0.4978020397467487,3.4102190948938462,2.2019475131555937,1.705358399058002,1.208271581738252,1.207556359311253,0.4978020397467487,0.14190527943049255
0.8,0.019,1.0,0.03164048734253736,0.005093577903303105,-0.03187729924158232,0.007278267536068046,-0.01312485707097932,0.004829708599286994,0.013948549349028547,0.00516358582668184,-0.011198180443801064,0.006390636903851521,0.015883841797035815,0.005772110511069824,0.0,0,0.26591862603251504,0.02059397355300239,0.07071271567102058,0.0004241117467017618,2.2925947048661675,0.013801169162337574,-0.013904463433471636,0.0022217524503967867,0.0031746856610195833,0.006928325256671588,-0.005724891993827359,0.0060841758551661695,-0.004884500701337339,0.0025177195510476314,0.0021066560910376585,0.0022522889962721384,0.0027875127209737584,0.00011277921296718254,0.01880382819426569,2.2925947048661675,0,0.596099985996359,0.04111138063831075,,,,,4.586931522717839,3.0473642700159393,1.5395672527018995,1.5354428740270638,0.7571518308391033,4.586931522717839,3.0473642700159393,2.2925947048661675,1.5395672527018995,1.5354428740270638,0.7571518308391033,0.07778746481424324
